annual_income,debt_to_income_ratio,financial_knowledge_score,investment_horizon_years,savings_rate,net_worth,recommended_strategy,adjusted_income,long_term_risk,wealth_growth_potential,income_stability_score,family_responsibility_score
51469.79,0.1,8,16,0.21,224411.87,1,46322.811,0,47126.492699999995,102939.58,48
95946.97,0.44,6,26,0.13,364391.51,2,53730.30320000001,26,47370.8963,95946.97,52
114588.94,0.3,1,24,0.28,288346.7,1,80212.258,24,80737.07600000002,0.0,72
114633.51,0.2,3,3,0.06,341952.99,2,91706.808,6,20517.179399999997,229267.02,6
92802.38,0.19,10,11,0.29,443144.09,1,75169.9278,11,128511.7861,185604.76,33
26979.95,0.14,5,20,0.08,95582.63,1,23202.757,40,7646.6104000000005,80939.85,40
103499.97,0.53,8,4,0.06,433704.5,2,48644.9859,8,26022.27,103499.97,0
24595.57,0.21,2,8,0.12,230872.54,2,19430.5003,8,27704.7048,0.0,8
47004.04,0.55,5,21,0.1,110116.74,2,21151.818,42,11011.674,0.0,21
77661.07,0.38,6,17,0.28,567251.68,2,48149.8634,17,158830.47040000002,155322.14,0
68407.75,0.12,10,23,0.2,293559.16,1,60198.82,23,58711.831999999995,136815.5,69
87139.92,0.41,10,9,0.1,233500.92,1,51412.552800000005,18,23350.092000000004,0.0,0
80389.44,0.24,9,23,0.3,415133.09,1,61095.9744,0,124539.927,241168.32,46
84693.96,0.56,8,4,0.2,571888.67,1,37265.3424,8,114377.73400000001,169387.92,0
60842.38,0.28,6,29,0.19,236522.62,1,43806.5136,58,44939.2978,0.0,87
72287.14,0.56,5,28,0.14,672517.23,0,31806.341599999996,56,94152.4122,216861.41999999998,84
89994.42,0.49,10,7,0.19,585856.93,2,45897.1542,7,111312.81670000001,0.0,7
61600.88,0.38,9,16,0.06,307305.35,1,38192.5456,16,18438.320999999996,61600.88,0
71946.39,0.23,1,15,0.21,408884.03,0,55398.7203,30,85865.64630000001,215839.16999999998,0
42463.25,0.2,3,20,0.07,155671.96,2,33970.6,20,10897.0372,84926.5,20
60280.79,0.37,8,9,0.16,548316.14,0,37976.8977,0,87730.5824,180842.37,9
59353.63,0.21,2,27,0.24,273785.29,2,46889.3677,27,65708.4696,0.0,54
79617.11,0.24,10,15,0.13,448138.48,1,60509.003600000004,30,58258.0024,79617.11,0
51846.3,0.2,2,14,0.25,187061.83,1,41477.04000000001,28,46765.4575,155538.90000000002,42
89570.03,0.43,4,25,0.1,329835.43,1,51054.917100000006,25,32983.543,179140.06,75
61690.61,0.24,3,7,0.14,277802.26,1,46884.863600000004,14,38892.3164,61690.61,14
98747.75,0.13,10,15,0.06,216913.88,1,85910.5425,30,13014.8328,98747.75,30
14927.67,0.18,6,20,0.29,101126.75,2,12240.689400000001,20,29326.7575,0.0,0
76555.76,0.21,2,4,0.08,720714.29,1,60479.0504,4,57657.143200000006,0.0,8
54664.18,0.32,6,4,0.2,418686.02,1,37171.6424,8,83737.20400000001,163992.54,0
114984.87,0.32,6,20,0.22,471803.81,1,78189.7116,40,103796.8382,0.0,20
94152.72,0.47,2,4,0.22,245878.9,2,49900.941600000006,4,54093.358,94152.72,12
59216.57,0.4,2,4,0.06,165260.41,0,35529.941999999995,8,9915.6246,118433.14,8
84489.95,0.31,3,7,0.06,704522.11,0,58298.0655,14,42271.3266,253469.84999999998,7
43177.72,0.43,6,5,0.26,282878.14,1,24611.300400000004,10,73548.31640000001,129533.16,10
95217.47,0.43,3,24,0.05,300587.88,2,54273.95790000001,48,15029.394,190434.94,0
84856.75,0.23,1,24,0.18,353456.52,2,65339.6975,24,63622.1736,169713.5,24
61858.48,0.45,4,13,0.08,197084.16,1,34022.164000000004,26,15766.7328,0.0,0
66153.49,0.59,10,20,0.23,203225.9,2,27122.930900000003,40,46741.957,132306.98,40
118907.86,0.29,2,9,0.22,656260.45,2,84424.5806,9,144377.299,118907.86,27
83469.28,0.31,2,26,0.05,313986.69,2,57593.803199999995,52,15699.3345,166938.56,52
114160.11,0.43,3,6,0.15,373935.64,0,65071.26270000001,12,56090.346,342480.33,18
28884.36,0.5,10,23,0.07,219726.13,2,14442.18,23,15380.829100000003,0.0,46
39540.8,0.2,4,3,0.21,173237.54,2,31632.640000000003,6,36379.8834,39540.8,9
47918.9,0.25,2,25,0.24,358416.98,0,35939.175,50,86020.07519999999,143756.7,50
75651.14,0.33,2,12,0.19,660602.13,2,50686.26379999999,0,125514.4047,226953.41999999998,24
95681.3,0.52,9,9,0.22,663662.42,1,45927.024,9,146005.7324,191362.6,27
54315.59,0.42,4,16,0.13,466181.55,0,31503.042200000004,16,60603.6015,108631.18,16
99356.53,0.17,5,29,0.22,778236.49,1,82465.9199,58,171212.0278,0.0,87
64167.47,0.35,5,17,0.1,517559.52,0,41708.855500000005,0,51755.952000000005,64167.47,17
56962.27,0.35,6,25,0.08,349460.15,0,37025.4755,50,27956.812,56962.27,0
77585.85,0.58,6,11,0.09,468799.34,2,32586.057000000004,11,42191.9406,0.0,33
76798.77,0.34,7,9,0.2,561932.8,0,50687.1882,18,112386.56000000001,153597.54,9
71657.04,0.39,7,10,0.24,519112.72,1,43710.79439999999,10,124587.05279999999,0.0,10
102660.38,0.41,5,26,0.21,391710.72,1,60569.62420000001,52,82259.25119999998,307981.14,78
57409.62,0.29,1,25,0.27,519951.32,2,40760.8302,25,140386.85640000002,114819.24,50
80111.75,0.19,6,8,0.28,415884.51,0,64890.5175,8,116447.66280000002,160223.5,8
107441.49,0.33,7,7,0.17,645592.67,1,71985.7983,0,109750.75390000001,0.0,21
96292.72,0.28,2,22,0.16,904842.05,0,69330.75839999999,44,144774.728,192585.44,0
114085.07,0.26,10,10,0.27,656367.17,2,84422.95180000001,0,177219.13590000002,0.0,0
19255.73,0.14,10,28,0.25,87867.58,2,16559.927799999998,0,21966.895,57767.19,84
98216.27,0.35,10,5,0.15,631278.9,2,63840.575500000006,5,94691.835,0.0,0
62085.86,0.14,1,29,0.23,494821.27,2,53393.8396,0,113808.89210000001,0.0,58
75133.48,0.45,5,4,0.22,385946.66,1,41323.414000000004,4,84908.2652,0.0,0
100255.83,0.59,10,16,0.23,361499.35,0,41104.89030000001,32,83144.8505,200511.66,0
44553.88,0.35,9,21,0.19,379165.28,2,28960.022,42,72041.4032,0.0,63
58307.32,0.4,9,5,0.3,454030.52,2,34984.392,10,136209.156,0.0,0
110379.84,0.41,4,17,0.14,666244.23,1,65124.10560000001,0,93274.1922,0.0,17
55831.08,0.43,9,8,0.26,390406.66,1,31823.715600000003,16,101505.7316,167493.24,8
9683.83,0.46,5,18,0.19,76646.99,1,5229.2682,36,14562.928100000001,29051.489999999998,36
70756.96,0.21,2,27,0.22,409570.22,0,55897.998400000004,54,90105.4484,141513.92,0
86653.62,0.25,4,23,0.12,494790.33,2,64990.215,46,59374.8396,86653.62,0
60457.64,0.47,2,26,0.26,551623.93,1,32042.5492,26,143422.22180000003,181372.91999999998,0
84315.62,0.39,4,12,0.25,491150.85,1,51432.52819999999,24,122787.7125,0.0,0
30915.94,0.27,8,13,0.07,82856.75,1,22568.636199999997,26,5799.972500000001,92747.81999999999,26
103968.71,0.51,7,23,0.22,645285.08,0,50944.6679,23,141962.7176,207937.42,69
86122.26,0.14,9,8,0.24,318806.45,1,74065.1436,16,76513.548,258366.77999999997,16
79268.36,0.27,4,22,0.17,482434.1,1,57865.902799999996,22,82013.797,237805.08000000002,66
114423.42,0.56,1,6,0.07,294955.55,0,50346.30479999999,0,20646.8885,228846.84,12
51589.24,0.21,10,28,0.11,354400.67,2,40755.4996,56,38984.0737,0.0,84
52987.63,0.58,3,20,0.24,471355.78,2,22254.8046,40,113125.3872,105975.26,60
74222.23,0.22,2,22,0.18,709615.92,0,57893.3394,22,127730.8656,148444.46,22
63962.77,0.57,1,24,0.11,215226.88,1,27503.991100000003,48,23674.9568,0.0,48
69451.11,0.28,3,28,0.2,602689.87,1,50004.7992,28,120537.974,69451.11,0
48329.58,0.57,4,26,0.28,438117.49,2,20781.7194,26,122672.8972,0.0,26
91706.32,0.15,2,27,0.19,541425.44,1,77950.372,54,102870.83359999998,91706.32,81
85965.01,0.44,6,4,0.22,743702.55,1,48140.4056,8,163614.56100000002,171930.02,12
96646.24,0.53,1,26,0.2,411694.2,2,45423.7328,52,82338.84000000001,193292.48,52
62809.36,0.32,8,17,0.25,328486.12,1,42710.364799999996,34,82121.53,188428.08000000002,51
70170.25,0.35,1,15,0.28,634903.72,0,45610.6625,30,177773.0416,210510.75,15
75895.1,0.28,8,10,0.24,273649.66,0,54644.472,20,65675.9184,75895.1,10
108928.15,0.46,4,15,0.22,893454.97,2,58821.201,15,196560.09339999998,108928.15,15
77748.04,0.33,5,17,0.05,765653.94,0,52091.18679999999,17,38282.697,77748.04,0
95063.27,0.35,3,9,0.25,573413.47,2,61791.1255,18,143353.3675,95063.27,18
106822.63,0.36,5,10,0.29,227022.92,1,68366.4832,0,65836.6468,106822.63,20
65840.16,0.23,8,4,0.16,418236.49,2,50696.923200000005,4,66917.8384,65840.16,12
31054.21,0.2,6,29,0.21,271663.34,0,24843.368000000002,29,57049.301400000004,62108.42,87
53169.44,0.36,6,17,0.27,333632.9,1,34028.441600000006,34,90080.88300000002,0.0,0
73934.99,0.13,9,5,0.26,628732.22,1,64323.441300000006,0,163470.3772,147869.98,15
52848.17,0.35,7,14,0.17,451758.86,2,34351.3105,0,76799.0062,0.0,14
55879.26,0.4,6,10,0.12,341387.36,1,33527.556,20,40966.483199999995,55879.26,30
82377.86,0.21,6,27,0.27,274935.28,2,65078.5094,27,74232.52560000001,82377.86,0
51991.4,0.22,10,7,0.13,127844.72,1,40553.292,7,16619.8136,0.0,0
51519.77,0.24,4,15,0.21,142652.61,1,39155.0252,15,29957.048099999996,103039.54,15
41737.54,0.42,8,12,0.09,413387.19,1,24207.773200000003,24,37204.8471,41737.54,24
110946.64,0.56,9,3,0.27,575473.04,1,48816.52159999999,3,155377.7208,0.0,6
106238.69,0.49,5,26,0.26,381416.75,0,54181.7319,52,99168.35500000001,106238.69,26
40864.82,0.41,10,6,0.3,188624.45,1,24110.243800000004,0,56587.335,0.0,18
43494.28,0.21,1,15,0.07,240148.35,2,34360.4812,15,16810.384500000004,43494.28,0
84812.9,0.15,4,29,0.25,489395.39,1,72090.965,0,122348.8475,0.0,0
56751.28,0.44,1,21,0.29,482935.35,0,31780.716800000002,42,140051.25149999998,56751.28,21
125866.33,0.59,5,7,0.08,1117310.0,1,51605.19530000001,14,89384.8,251732.66,0
116492.42,0.38,1,17,0.11,635425.8,1,72225.3004,17,69896.838,349477.26,17
127386.39,0.14,6,24,0.12,402419.31,0,109552.2954,0,48290.3172,382159.17,24
80007.63,0.49,10,3,0.1,251651.81,1,40803.8913,0,25165.181,80007.63,9
94205.37,0.54,10,9,0.17,491663.72,1,43334.470199999996,18,83582.8324,282616.11,9
72587.03,0.21,2,26,0.06,609682.63,2,57343.7537,26,36580.9578,0.0,78
116642.58,0.35,5,26,0.14,1009901.25,0,75817.67700000001,26,141386.17500000002,233285.16,0
47686.22,0.21,7,21,0.15,454290.26,2,37672.1138,0,68143.539,0.0,63
108098.5,0.44,4,14,0.13,323956.8,2,60535.16,28,42114.384,0.0,14
53202.12,0.3,3,14,0.14,464112.7,0,37241.484,28,64975.778000000006,159606.36000000002,28
83477.31,0.32,7,9,0.19,706709.48,2,56764.570799999994,18,134274.8012,250431.93,9
73982.27,0.53,6,18,0.08,246210.26,2,34771.6669,18,19696.8208,73982.27,0
56417.37,0.21,9,15,0.29,284202.27,0,44569.7223,15,82418.6583,112834.74,45
60688.3,0.43,3,11,0.07,481678.04,1,34592.331000000006,22,33717.4628,182064.90000000002,33
77520.53,0.4,10,22,0.2,413019.8,1,46512.318,44,82603.96,0.0,22
22128.09,0.37,1,14,0.16,67048.36,1,13940.6967,28,10727.7376,66384.27,28
100532.3,0.12,4,20,0.19,855642.2,2,88468.424,40,162572.01799999998,301596.9,60
92576.11,0.53,10,23,0.09,691131.32,1,43510.7717,46,62201.818799999994,92576.11,0
69677.3,0.42,7,19,0.05,363011.59,0,40412.83400000001,38,18150.579500000003,139354.6,38
80729.08,0.47,7,19,0.21,218157.11,1,42786.4124,19,45812.99309999999,242187.24,57
94070.01,0.13,2,26,0.2,417830.72,0,81840.9087,0,83566.144,0.0,26
78647.24,0.34,9,9,0.16,496251.82,0,51907.1784,18,79400.2912,78647.24,18
107816.71,0.4,3,22,0.11,1007602.56,1,64690.026,0,110836.2816,323450.13,44
79746.23,0.46,4,22,0.26,728924.68,0,43062.9642,44,189520.4168,159492.46,0
112052.03,0.23,3,12,0.28,727251.58,2,86280.0631,24,203630.4424,336156.08999999997,36
43314.73,0.48,2,10,0.11,169054.78,0,22523.659600000003,20,18596.0258,129944.19,20
80254.21,0.44,7,3,0.29,431751.71,1,44942.35760000001,6,125207.9959,0.0,6
92100.91,0.34,3,10,0.13,521981.32,0,60786.6006,20,67857.57160000001,92100.91,0
64649.54,0.52,1,16,0.26,142818.77,1,31031.7792,16,37132.8802,64649.54,16
106037.66,0.46,7,3,0.2,306038.19,0,57260.33640000001,6,61207.638000000006,212075.32,6
57141.69,0.44,9,9,0.15,123174.5,1,31999.346400000006,18,18476.175,114283.38,18
81573.57,0.27,8,9,0.28,442604.48,1,59548.7061,9,123929.2544,81573.57,18
73962.37,0.28,6,4,0.28,415642.09,1,53252.90639999999,0,116379.78520000001,0.0,12
120120.39,0.28,4,22,0.26,910995.84,0,86486.6808,0,236858.9184,240240.78,22
87205.04,0.52,3,9,0.23,587283.28,2,41858.4192,9,135075.1544,261615.12,9
71000.4,0.56,5,5,0.28,229104.43,2,31240.175999999992,5,64149.2404,142000.8,10
89150.11,0.42,4,7,0.15,391474.39,2,51707.0638,14,58721.1585,267450.33,14
24545.41,0.37,2,21,0.11,65887.49,0,15463.6083,42,7247.6239000000005,24545.41,42
53100.85,0.15,9,16,0.21,177804.74,1,45135.722499999996,32,37338.9954,159302.55,16
79102.88,0.12,6,13,0.28,545008.54,2,69610.5344,26,152602.3912,79102.88,39
58942.78,0.5,5,3,0.23,580863.36,1,29471.39,6,133598.5728,176828.34,0
44168.87,0.16,1,14,0.23,387830.97,1,37101.8508,28,89201.1231,132506.61000000002,42
67507.81,0.49,2,10,0.09,402415.28,0,34428.9831,20,36217.3752,202523.43,20
56803.36,0.52,8,12,0.29,343489.6,2,27265.6128,24,99611.98399999998,170410.08000000002,24
66120.41,0.27,5,17,0.24,426505.47,1,48267.899300000005,34,102361.31279999999,0.0,34
33668.02,0.12,1,19,0.06,306521.61,1,29627.857599999996,38,18391.296599999998,101004.06,19
70358.98,0.12,8,15,0.05,387192.45,1,61915.9024,30,19359.6225,0.0,30
46372.0,0.52,1,21,0.29,156148.48,1,22258.559999999998,0,45283.0592,139116.0,21
77600.03,0.18,4,21,0.14,568506.36,1,63632.024600000004,42,79590.8904,0.0,0
36302.23,0.31,6,28,0.27,282406.95,0,25048.5387,28,76249.87650000001,0.0,56
64110.67,0.2,3,6,0.22,559709.0,2,51288.536,12,123135.98,192332.01,18
85804.94,0.42,1,8,0.26,245941.17,2,49766.86520000001,8,63944.70420000001,85804.94,16
58705.05,0.53,5,13,0.26,139737.93,2,27591.3735,0,36331.8618,117410.1,0
107866.9,0.55,2,28,0.27,216926.74,0,48540.104999999996,56,58570.2198,0.0,84
88238.05,0.29,4,13,0.15,763013.14,2,62649.0155,26,114451.971,176476.1,0
112997.69,0.27,4,13,0.14,894322.9,1,82488.3137,26,125205.20600000002,112997.69,0
78851.25,0.2,7,5,0.15,295258.25,0,63081.0,0,44288.737499999996,0.0,0
55379.08,0.16,6,26,0.18,148968.79,2,46518.4272,0,26814.3822,0.0,26
129257.22,0.34,5,9,0.1,568428.14,1,85309.7652,18,56842.814000000006,258514.44,0
55840.08,0.4,2,3,0.23,279042.92,2,33504.048,6,64179.8716,0.0,9
75321.25,0.43,5,12,0.08,399470.78,1,42933.1125,12,31957.662400000005,0.0,12
113576.06,0.16,4,25,0.08,239452.88,2,95403.89039999999,50,19156.2304,340728.18,50
42843.07,0.12,3,26,0.25,327630.3,1,37701.9016,52,81907.575,42843.07,78
68175.89,0.13,2,17,0.08,141006.3,2,59313.0243,17,11280.503999999999,0.0,17
78583.08,0.16,6,15,0.24,252388.11,2,66009.7872,0,60573.1464,0.0,0
75431.74,0.3,5,17,0.15,590632.99,0,52802.218,34,88594.9485,226295.22000000003,0
32089.8,0.35,10,10,0.19,140660.25,0,20858.37,10,26725.447500000002,32089.8,0
84739.04,0.13,5,24,0.18,243647.59,2,73722.96479999999,48,43856.5662,169478.08,72
86883.4,0.44,1,28,0.14,323089.26,2,48654.704,56,45232.4964,260650.19999999998,56
82238.26,0.4,10,26,0.05,567741.55,0,49342.956,0,28387.077500000003,164476.52,52
74040.13,0.55,4,4,0.21,271447.81,1,33318.0585,0,57004.0401,148080.26,0
63494.2,0.44,2,22,0.25,540140.75,2,35556.752,44,135035.1875,0.0,44
49089.58,0.4,1,17,0.13,437754.82,2,29453.748,0,56908.1266,0.0,0
140742.09,0.36,8,10,0.11,316578.77,1,90074.9376,20,34823.6647,140742.09,0
39152.36,0.47,8,22,0.14,321098.47,1,20750.7508,44,44953.7858,0.0,22
96648.88,0.38,6,25,0.11,719582.73,2,59922.3056,25,79154.1003,193297.76,25
99963.1,0.39,9,20,0.12,414235.77,2,60977.491,20,49708.2924,199926.2,40
54927.1,0.38,9,14,0.12,497150.37,1,34054.801999999996,28,59658.0444,164781.3,42
74933.04,0.51,10,29,0.29,477676.89,2,36717.1896,0,138526.29809999999,149866.08,58
81584.51,0.26,10,13,0.07,176572.16,1,60372.537399999994,26,12360.051200000002,244753.52999999997,0
89197.5,0.36,2,6,0.14,362916.37,0,57086.4,6,50808.291800000006,89197.5,0
62559.89,0.54,9,12,0.25,283026.03,0,28777.549399999996,0,70756.5075,187679.66999999998,36
69494.25,0.17,8,7,0.09,563827.98,0,57680.22749999999,14,50744.5182,208482.75,14
94674.0,0.37,5,18,0.14,763071.54,2,59644.62,36,106830.01560000001,94674.0,54
90938.44,0.48,4,5,0.14,402196.41,2,47287.98880000001,5,56307.4974,272815.32,5
48464.34,0.51,10,19,0.19,465369.6,2,23747.526599999997,38,88420.224,145393.02,0
80284.99,0.32,4,27,0.22,302861.52,1,54593.7932,54,66629.5344,0.0,54
65262.14,0.58,7,27,0.29,502936.15,1,27410.098800000003,54,145851.4835,195786.41999999998,81
51086.02,0.48,8,29,0.27,172969.87,1,26564.7304,0,46701.8649,0.0,29
76645.67,0.54,5,27,0.1,554958.54,2,35257.0082,54,55495.85400000001,0.0,27
78416.09,0.14,1,11,0.27,494714.68,1,67437.83739999999,22,133572.96360000002,0.0,0
95965.17,0.38,6,28,0.28,321787.58,2,59498.405399999996,0,90100.52240000002,191930.34,56
53702.23,0.19,8,3,0.28,274998.37,2,43498.806300000004,6,76999.5436,0.0,0
57164.37,0.28,8,13,0.15,391856.95,1,41158.3464,13,58778.5425,114328.74,26
74015.62,0.39,2,29,0.19,539527.82,2,45149.52819999999,29,102510.2858,74015.62,87
83413.58,0.12,5,15,0.24,682435.59,1,73403.9504,15,163784.5416,0.0,15
79962.38,0.22,6,24,0.06,577970.74,2,62370.65640000001,48,34678.244399999996,0.0,72
59175.71,0.42,1,15,0.1,268550.72,2,34321.9118,30,26855.072,118351.42,0
65423.94,0.51,8,12,0.19,640895.14,1,32057.7306,24,121770.0766,65423.94,12
77834.73,0.5,4,3,0.25,655272.02,2,38917.365,6,163818.005,0.0,3
77884.28,0.24,8,10,0.25,246376.45,2,59192.0528,20,61594.1125,233652.84,30
110686.91,0.5,9,9,0.25,544848.12,0,55343.455,9,136212.03,221373.82,9
86891.54,0.38,8,25,0.06,473197.24,1,53872.754799999995,50,28391.8344,0.0,50
84673.82,0.43,3,4,0.19,454120.85,0,48264.07740000001,8,86282.96149999999,254021.46000000002,8
66852.08,0.49,2,5,0.29,566613.98,2,34094.5608,5,164318.05419999998,133704.16,5
112439.58,0.26,5,11,0.05,238400.15,2,83205.2892,22,11920.0075,0.0,22
42272.91,0.53,3,14,0.21,336234.12,1,19868.2677,28,70609.1652,0.0,14
92023.14,0.1,10,16,0.15,323721.7,2,82820.826,32,48558.255,184046.28,48
90660.82,0.2,1,28,0.19,518888.02,1,72528.656,56,98588.7238,181321.64,0
37661.3,0.47,9,18,0.08,236254.25,2,19960.489,18,18900.34,0.0,0
53023.16,0.2,1,27,0.11,419486.31,1,42418.528000000006,54,46143.4941,53023.16,27
69081.31,0.48,10,24,0.27,543759.1,1,35922.2812,48,146814.957,207243.93,72
88148.07,0.32,7,11,0.21,270509.74,1,59940.6876,0,56807.045399999995,176296.14,22
86458.98,0.25,6,25,0.11,364284.42,0,64844.235,25,40071.286199999995,259376.94,25
76509.38,0.38,10,6,0.12,347533.64,1,47435.8156,6,41704.0368,0.0,12
73640.6,0.18,1,16,0.12,574505.46,0,60385.29200000001,0,68940.6552,147281.2,32
69608.59,0.56,2,8,0.1,193574.73,2,30627.779599999994,0,19357.473,208825.77,8
49427.46,0.25,2,20,0.11,212663.54,1,37070.595,20,23392.989400000002,0.0,60
96427.74,0.37,10,5,0.2,591008.64,0,60749.476200000005,5,118201.728,289283.22000000003,15
24064.0,0.2,7,12,0.2,186055.29,1,19251.2,24,37211.058000000005,24064.0,36
67395.08,0.39,6,9,0.16,485844.24,2,41110.9988,18,77735.0784,134790.16,18
92854.85,0.44,8,20,0.07,276948.48,1,51998.71600000001,40,19386.3936,278564.55000000005,0
39860.61,0.36,3,19,0.27,190396.0,1,25510.7904,19,51406.920000000006,79721.22,0
77621.77,0.32,10,5,0.11,270460.64,1,52782.8036,5,29750.670400000003,0.0,10
116198.18,0.47,6,26,0.05,1141259.0,2,61585.0354,26,57062.950000000004,348594.54,78
81541.02,0.35,6,7,0.24,747297.43,1,53001.66300000001,14,179351.3832,0.0,21
102267.4,0.12,9,26,0.12,633623.04,0,89995.31199999999,52,76034.7648,306802.19999999995,78
91617.59,0.18,1,21,0.16,528569.57,1,75126.4238,0,84571.13119999999,91617.59,63
40319.25,0.39,6,20,0.12,130517.33,1,24594.7425,20,15662.0796,80638.5,20
64455.53,0.36,3,24,0.29,315567.65,2,41251.5392,48,91514.6185,193366.59,24
41582.99,0.56,2,20,0.08,120228.77,0,18296.515599999995,20,9618.3016,41582.99,20
98424.01,0.46,8,15,0.29,240297.03,1,53148.9654,15,69686.1387,98424.01,0
53505.62,0.45,3,24,0.24,522023.57,1,29428.091000000004,48,125285.6568,53505.62,24
122370.54,0.26,4,16,0.1,1154126.86,1,90554.19959999999,32,115412.68600000002,122370.54,48
87510.1,0.2,9,5,0.24,443372.3,1,70008.08,10,106409.352,175020.2,5
105401.74,0.44,1,5,0.27,422323.78,2,59024.97440000001,0,114027.42060000001,105401.74,0
76718.01,0.39,2,12,0.18,706924.67,2,46797.986099999995,24,127246.4406,76718.01,12
69748.82,0.36,9,26,0.13,529560.87,1,44639.24480000001,26,68842.9131,0.0,26
46856.16,0.1,2,4,0.22,322193.46,2,42170.544,0,70882.56120000001,0.0,12
104762.6,0.11,5,3,0.19,297188.76,2,93238.714,3,56465.864400000006,104762.6,0
63673.52,0.42,4,11,0.24,390289.07,1,36930.6416,0,93669.3768,127347.04,33
106701.64,0.41,3,19,0.16,591447.35,2,62953.96760000001,38,94631.576,213403.28,57
85604.33,0.56,10,6,0.19,248420.62,1,37665.905199999994,12,47199.9178,0.0,12
14519.98,0.32,10,10,0.08,33780.67,2,9873.586399999998,10,2702.4536,14519.98,30
33019.55,0.21,7,18,0.19,223315.99,1,26085.444500000005,36,42430.0381,0.0,54
70772.7,0.16,7,29,0.19,453052.58,1,59449.06799999999,0,86079.9902,0.0,87
76506.4,0.32,2,15,0.27,214895.77,1,52024.35199999999,30,58021.8579,0.0,30
81259.87,0.58,10,7,0.29,176653.25,1,34129.1454,14,51229.4425,243779.61,14
113169.65,0.27,5,18,0.16,409047.49,2,82613.84449999999,36,65447.5984,0.0,18
58665.74,0.36,1,28,0.24,571021.26,2,37546.073599999996,56,137045.1024,58665.74,0
82944.98,0.2,10,3,0.29,269872.58,2,66355.984,6,78263.0482,0.0,9
129597.02,0.14,5,11,0.19,267205.03,2,111453.4372,11,50768.955700000006,259194.04,22
67225.12,0.31,8,19,0.07,249855.18,2,46385.3328,0,17489.8626,134450.24,57
43164.88,0.46,3,12,0.12,390431.43,1,23309.0352,12,46851.7716,43164.88,24
39461.66,0.18,2,9,0.26,337679.84,2,32358.561200000004,9,87796.7584,118384.98000000001,27
105037.25,0.57,5,29,0.3,687245.83,1,45166.0175,58,206173.74899999998,105037.25,58
73978.82,0.37,10,23,0.28,723065.39,1,46606.6566,46,202458.30920000002,221936.46000000002,69
43383.6,0.26,5,18,0.22,342270.17,0,32103.863999999998,18,75299.4374,43383.6,18
58224.29,0.35,3,11,0.08,218089.34,1,37845.7885,0,17447.1472,58224.29,22
110625.29,0.4,4,19,0.17,740908.88,1,66375.174,38,125954.5096,110625.29,19
27106.03,0.14,6,27,0.25,245243.64,0,23311.1858,54,61310.91,54212.06,54
69409.25,0.18,3,4,0.2,533293.25,2,56915.58500000001,4,106658.65000000001,69409.25,4
69720.23,0.38,2,11,0.27,595566.66,0,43226.5426,11,160802.99820000003,139440.46,0
55170.24,0.11,8,29,0.14,410726.66,1,49101.5136,58,57501.7324,0.0,58
56927.08,0.49,3,15,0.21,154358.51,2,29032.810800000003,15,32415.2871,170781.24,30
95960.63,0.58,2,26,0.2,600159.15,1,40303.46460000001,26,120031.83000000002,95960.63,78
80290.9,0.38,3,29,0.27,603201.09,2,49780.35799999999,29,162864.2943,0.0,87
48906.39,0.46,10,10,0.08,393454.26,1,26409.4506,10,31476.3408,97812.78,10
29919.44,0.24,4,9,0.29,91290.34,1,22738.7744,18,26474.198599999996,29919.44,18
88042.82,0.41,6,7,0.09,771916.06,1,51945.26380000001,14,69472.4454,264128.46,14
49018.6,0.45,7,29,0.22,237034.61,1,26960.23,58,52147.614199999996,49018.6,58
90051.99,0.41,7,13,0.29,797957.89,2,53130.67410000001,26,231407.78809999998,0.0,26
60806.13,0.5,9,27,0.11,323816.88,2,30403.065,0,35619.8568,0.0,27
113505.06,0.21,9,25,0.27,326609.46,2,89668.99740000001,0,88184.55420000001,227010.12,75
64984.51,0.51,4,14,0.16,160844.41,0,31842.4099,28,25735.105600000003,0.0,42
64099.29,0.4,3,12,0.07,281353.86,2,38459.574,0,19694.770200000003,0.0,0
39150.33,0.31,5,14,0.09,355162.44,2,27013.7277,28,31964.619599999998,78300.66,28
111996.23,0.26,9,8,0.2,964225.45,1,82877.2102,16,192845.09,0.0,0
33741.62,0.26,1,24,0.11,107251.18,1,24968.7988,48,11797.629799999999,67483.24,72
84157.02,0.35,1,29,0.08,231892.17,0,54702.063,29,18551.373600000003,0.0,0
47069.42,0.38,9,26,0.29,252337.89,0,29183.040399999998,52,73177.9881,94138.84,78
94028.54,0.58,6,8,0.15,469470.94,2,39491.9868,8,70420.641,188057.08,8
69699.03,0.55,7,10,0.19,607682.39,0,31364.563499999997,20,115459.6541,69699.03,30
49927.34,0.57,10,4,0.28,302043.69,2,21468.7562,4,84572.2332,149782.02,4
55257.89,0.58,10,8,0.14,545359.1,1,23208.313800000004,16,76350.274,165773.66999999998,8
69071.9,0.24,5,13,0.05,293420.6,1,52494.64399999999,26,14671.029999999999,69071.9,13
49568.93,0.52,5,10,0.27,442700.63,2,23793.0864,10,119529.1701,49568.93,10
125247.53,0.35,5,5,0.06,528712.8,2,81410.8945,5,31722.768,250495.06,15
85131.82,0.29,10,8,0.1,506224.39,2,60443.5922,16,50622.439000000006,85131.82,24
71948.98,0.45,9,29,0.19,470753.53,2,39571.939,58,89443.1707,71948.98,0
